store,store_name,product,uom,kind,counted_24_08_2026,min,max
NHAHANG,Kho Nhà hàng & Bar,Bình trà sứ,Cái,equipment,3.0,,
NHAHANG,Kho Nhà hàng & Bar,Camera,Cái,equipment,3.0,,
NHAHANG,Kho Nhà hàng & Bar,Chén quai,Cái,equipment,3.0,,
NHAHANG,Kho Nhà hàng & Bar,Hũ thủy tinh nhỏ,Cái,equipment,3.0,,
NHAHANG,Kho Nhà hàng & Bar,Ly B52 (shot 60ml),Cái,equipment,3.0,,
NHAHANG,Kho Nhà hàng & Bar,Ly Flate champagne,Cái,equipment,3.0,,
NHAHANG,Kho Nhà hàng & Bar,Mâm tròn lớn,Cái,equipment,3.0,,
NHAHANG,Kho Nhà hàng & Bar,Tủ lạnh,Cái,equipment,3.0,,
NHAHANG,Kho Nhà hàng & Bar,Bình hâm cà phê,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Bình inox cao,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Bình lắc lớn,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Bình sữa,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Bình thủy tinh 4L,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Bộ bàn ăn nhân viên,bộ,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Dao cắt trái cây,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Hũ thủy tinh sọc,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Hũ đựng ngũ cốc thủy tinh,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Kéo F&B,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Ly cao có chân đế,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Máy ép trái cây,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Mâm tròn nhỏ,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Phin caphe lớn,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Ấm trà,Cái,equipment,2.0,,
NHAHANG,Kho Nhà hàng & Bar,Bàn mặt kính chữ nhật,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Bình siêu tốc,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Bình đong 20-30,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Bình đong 25-50,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Bếp ga mini+màng chắn gió,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Bếp hâm cà phê,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Chày Inox,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Cây khuấy 2 đầu,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Dao Thái Lan,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Ghế trẻ em,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Gối Kapan NH,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Hũ đường,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Kệ úp ly,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Lò nướng bánh mì mini,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Máy in bill,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Máy nấu sữa đậu nành,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Máy say sinh tố Philip,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Máy tính bảng (Ipad),Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Máy tính xách tay,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Máytính,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Mở rượu vang,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Rổ đựng khăn giấy,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Thùng rác nhỏ đỏ,cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Thớt gỗ F&B,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Tủ mát Sanaky 340lit,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Tủ mát Sanaky 900lit,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Tủ đông Alaska 305lit,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Vắt cam inox,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Xô ướp rượu,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Âm ly,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Điện thoại di động+sim (màu đen),Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Đàn ghi ta,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Đèn xông tinh dầu,Cái,equipment,1.0,,
NHAHANG,Kho Nhà hàng & Bar,Bàn mặt kính vuông,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Bình rót trà thủy tinh,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Bình rượu cần nhỏ,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Bình thủy tinh,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Bình đong 20-40,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Bộ lót dụng cụ ăn,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Ca đong nhựa,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Chày giã lúa,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Chén chấm trong 7 cm,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Chén cơm 10cm,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Chén súp 6cm,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Chén đựng nước sốt,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Dao răng cưa dài (ăn chính),Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Dao răng cưa ngắn (ăn tráng miệng),Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Ghế tựa vải dù,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Gác đũa,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Gắp 25 cm,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Gắp 30cm,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Khay chống trượt nhỏ,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Khung dù,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,LY hightbal kiểu,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Ly Brandy,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Ly Poco,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Ly Rock nhỏ,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Ly bong bóng,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Ly highbal,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Ly rock lớn,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Ly vang trắng,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Ly vang đỏ,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Lò inox,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Muỗng Inox đại (xúc đá),Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Muỗng gỗ múc đồ omellet nhỏ,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Muỗng khuấy nhựa,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Muỗng sinh tố/ inox cạnh khía,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Muỗng sành (sứ),Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Mặt kính tròn,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Mở bia,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Nhiệt kế điện,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Nĩa 3 cạnh (tráng miệng),Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Nĩa 4 cạnh (Ăn chính),Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Quạt treo tường Senko,cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Quạt đứng,cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Thớt nhựa F&B,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Xô đá lớn,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,bộ hoa sen,bộ,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,roang cao su non,bộ,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Đánh cà phê inox,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Đế lót ly bằng cói,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Đế lót ly gỗ,Cái,equipment,0.0,,
NHAHANG,Kho Nhà hàng & Bar,Đế lót ly nhựa,Cái,equipment,0.0,,
TOUR,Kho Tour,Áo phao lớn,cái,equipment,56.0,,
TOUR,Kho Tour,Mái chèo,cây,equipment,25.0,,
TOUR,Kho Tour,Xe đạp lớn,chiếc,equipment,14.0,,
TOUR,Kho Tour,lều cắm trại,Cái,equipment,11.0,,
TOUR,Kho Tour,Lốp xe,Cái,equipment,10.0,,
TOUR,Kho Tour,Túi ngủ,cái,equipment,6.0,,
TOUR,Kho Tour,Chân chống,Cái,equipment,5.0,,
TOUR,Kho Tour,Kayak mới nhập T08,chiếc,equipment,5.0,,
TOUR,Kho Tour,Mũ bảo hiểm lớn,cái,equipment,5.0,,
TOUR,Kho Tour,Áo phao nhỏ,cái,equipment,5.0,,
TOUR,Kho Tour,Kayak cũ,chiếc,equipment,4.0,,
TOUR,Kho Tour,Bạt trải,tấm,equipment,3.0,,
TOUR,Kho Tour,Dụng cụ lọc nước,cái,equipment,2.0,,
TOUR,Kho Tour,Lều thay đồ,cái,equipment,2.0,,
TOUR,Kho Tour,Mũ bảo hiểm em bé,cái,equipment,2.0,,
TOUR,Kho Tour,Sup,cái,equipment,2.0,,
TOUR,Kho Tour,Xe đạp nhỏ,chiếc,equipment,2.0,,
TOUR,Kho Tour,Balo,cái,equipment,1.0,,
TOUR,Kho Tour,Bơm xe,cái,equipment,1.0,,
TOUR,Kho Tour,Bộ dao keo & thớt,bộ,equipment,1.0,,
TOUR,Kho Tour,Bộ dụng cụ sửa xe,Bộ,equipment,1.0,,
TOUR,Kho Tour,Ghế ngồi xe đạp,cái,equipment,1.0,,
TOUR,Kho Tour,Khò,cái,equipment,1.0,,
TOUR,Kho Tour,Cuộn dây đề,Cái,equipment,0.0,,
TOUR,Kho Tour,Cặp pedal,Cái,equipment,0.0,,
TOUR,Kho Tour,Dây phanh,Cái,equipment,0.0,,
TOUR,Kho Tour,Gom phanh,Cái,equipment,0.0,,
TOUR,Kho Tour,Líp,Cái,equipment,0.0,,
TOUR,Kho Tour,Ruột,Cái,equipment,0.0,,
TOUR,Kho Tour,Sên,Cái,equipment,0.0,,
TOUR,Kho Tour,Tay đề,Cái,equipment,0.0,,
TOUR,Kho Tour,Vỏ cùi đề,Cái,equipment,0.0,,
