store,store_name,product,uom,kind,counted_24_08_2026,min,max
BUONGPHONG,Kho Buồng phòng,Khăn mặt,Cái,equipment,209.0,,
BUONGPHONG,Kho Buồng phòng,Khăn tắm trắng,Cái,equipment,205.0,,
BUONGPHONG,Kho Buồng phòng,Vỏ gối nhỏ,Cái,equipment,190.0,,
BUONGPHONG,Kho Buồng phòng,Móc áo,Cái,equipment,110.0,,
BUONGPHONG,Kho Buồng phòng,Ly tròn,Cái,equipment,85.0,,
BUONGPHONG,Kho Buồng phòng,Tách sứ,Cái,equipment,85.0,,
BUONGPHONG,Kho Buồng phòng,Đĩa lót tách sứ,Cái,equipment,85.0,,
BUONGPHONG,Kho Buồng phòng,Gối nhỏ,Cái,equipment,75.0,,
BUONGPHONG,Kho Buồng phòng,Dép lào,Cái,equipment,53.0,,
BUONGPHONG,Kho Buồng phòng,Drap 12,Cái,equipment,52.0,,
BUONGPHONG,Kho Buồng phòng,Hũ đựng trà/ café/ đường,Cái,equipment,50.0,,
BUONGPHONG,Kho Buồng phòng,Thảm chân lều,Cái,equipment,50.0,,
BUONGPHONG,Kho Buồng phòng,Vỏ chăn 12,Cái,equipment,46.0,,
BUONGPHONG,Kho Buồng phòng,Giỏ rác,Cái,equipment,44.0,,
BUONGPHONG,Kho Buồng phòng,Cây dù,Cái,equipment,43.0,,
BUONGPHONG,Kho Buồng phòng,Mùng tròn,Cái,equipment,43.0,,
BUONGPHONG,Kho Buồng phòng,vỏ chăn 18,Cái,equipment,43.0,,
BUONGPHONG,Kho Buồng phòng,Móc quần,Cái,equipment,41.0,,
BUONGPHONG,Kho Buồng phòng,Thổ cẩm trang trí,Cái,equipment,39.0,,
BUONGPHONG,Kho Buồng phòng,Drap 18,Cái,equipment,38.0,,
BUONGPHONG,Kho Buồng phòng,Muỗng cà phê HK,Cái,equipment,38.0,,
BUONGPHONG,Kho Buồng phòng,Đồ lót giường 12,Cái,equipment,36.0,,
BUONGPHONG,Kho Buồng phòng,"Bình nước thủy tinh ( 19 lều, bun , gm)",Cái,equipment,34.0,,
BUONGPHONG,Kho Buồng phòng,Khăn chùi chân ( khăn nâu),Cái,equipment,32.0,,
BUONGPHONG,Kho Buồng phòng,Chăn 12 ( ruột ),Cái,equipment,30.0,,
BUONGPHONG,Kho Buồng phòng,Khăn XÁM,Cái,equipment,30.0,,
BUONGPHONG,Kho Buồng phòng,Đồ lót giường 18,Cái,equipment,30.0,,
BUONGPHONG,Kho Buồng phòng,Cây mùng,Cái,equipment,28.0,,
BUONGPHONG,Kho Buồng phòng,Nệm,Cái,equipment,28.0,,
BUONGPHONG,Kho Buồng phòng,lót giường 10,cái,equipment,28.0,,
BUONGPHONG,Kho Buồng phòng,Điều hòa,Cái,equipment,28.0,,
BUONGPHONG,Kho Buồng phòng,Đèn pin,Cái,equipment,28.0,,
BUONGPHONG,Kho Buồng phòng,Bình đun nước ( siêu tốc ),Cái,equipment,26.0,,
BUONGPHONG,Kho Buồng phòng,Máy sấy tóc,Cái,equipment,26.0,,
BUONGPHONG,Kho Buồng phòng,Máy nước nóng,Cái,equipment,25.0,,
BUONGPHONG,Kho Buồng phòng,Phin cà phê,Bộ,equipment,25.0,,
BUONGPHONG,Kho Buồng phòng,Hộp nhựa đựng đồ,Cái,equipment,24.0,,
BUONGPHONG,Kho Buồng phòng,Bình trà thủy tinh,Cái,equipment,23.0,,
BUONGPHONG,Kho Buồng phòng,Hộp khăn giấy gỗ,Cái,equipment,23.0,,
BUONGPHONG,Kho Buồng phòng,"Đèn bão( bun 8 CÁI , LỀU 15 CÁI)",Cái,equipment,23.0,,
BUONGPHONG,Kho Buồng phòng,Chổi quét nhà,Cây,equipment,20.0,,
BUONGPHONG,Kho Buồng phòng,drap 10 chun,cái,equipment,20.0,,
BUONGPHONG,Kho Buồng phòng,Chăn 18,Cái,equipment,19.0,,
BUONGPHONG,Kho Buồng phòng,"Ga 0,9*2m",Cái,equipment,18.0,,
BUONGPHONG,Kho Buồng phòng,Gối to,Cái,equipment,18.0,,
BUONGPHONG,Kho Buồng phòng,Gối 47 *67,Cái,equipment,16.0,,
BUONGPHONG,Kho Buồng phòng,Vỏ gối to,Cái,equipment,16.0,,
BUONGPHONG,Kho Buồng phòng,giường mới,cái,equipment,16.0,,
BUONGPHONG,Kho Buồng phòng,võ chăn 10,cái,equipment,16.0,,
BUONGPHONG,Kho Buồng phòng,Bàn gỗ để ban công,Cái,equipment,15.0,,
BUONGPHONG,Kho Buồng phòng,Cục gỗ để quạt ( lều ),Cái,equipment,15.0,,
BUONGPHONG,Kho Buồng phòng,Gối chữ nhật nhỏ tầng trên Bun,Cái,equipment,15.0,,
BUONGPHONG,Kho Buồng phòng,Hộp đựng xà phòng+ Nút nhấn,Cái,equipment,15.0,,
BUONGPHONG,Kho Buồng phòng,Khay trà gỗ,Cái,equipment,15.0,,
BUONGPHONG,Kho Buồng phòng,Lồng đèn gà,Cái,equipment,15.0,,
BUONGPHONG,Kho Buồng phòng,Mền nhà Dorm ( đỏ),Cái,equipment,15.0,,
BUONGPHONG,Kho Buồng phòng,Nệm 0.9 *2m ( 4 kpan),cái,equipment,15.0,,
BUONGPHONG,Kho Buồng phòng,Xô đá,Cái,equipment,15.0,,
BUONGPHONG,Kho Buồng phòng,Đèn ngủ( đèn cây gỗ),Cái,equipment,15.0,,
BUONGPHONG,Kho Buồng phòng,Đèn đọc sách,Cái,equipment,15.0,,
BUONGPHONG,Kho Buồng phòng,Quạt,Cái,equipment,14.0,,
BUONGPHONG,Kho Buồng phòng,Vỏ gối vuông bạc nhỏ,Cái,equipment,14.0,,
BUONGPHONG,Kho Buồng phòng,Rương gỗ,Cái,equipment,13.0,,
BUONGPHONG,Kho Buồng phòng,Cây mùng extrabed,Cái,equipment,12.0,,
BUONGPHONG,Kho Buồng phòng,Giường Extra Bed,Cái,equipment,12.0,,
BUONGPHONG,Kho Buồng phòng,Thảm chân lều thổ cẩm,Cái,equipment,12.0,,
BUONGPHONG,Kho Buồng phòng,Vỏ gối 50 *70,Cái,equipment,10.0,,
BUONGPHONG,Kho Buồng phòng,Áo tắm,Cái,equipment,10.0,,
BUONGPHONG,Kho Buồng phòng,"Cây xà gạc ( 6 cái bun , 2 nhà mới )",Cái,equipment,8.0,,
BUONGPHONG,Kho Buồng phòng,Ghế bành gỗ ban công  ( Bun),Cái,equipment,8.0,,
BUONGPHONG,Kho Buồng phòng,Ghế salon hộp đơn (Bun) tâng dưới,Cái,equipment,8.0,,
BUONGPHONG,Kho Buồng phòng,"Giỏ mây đựng đồ bên bun ( 8 bun , 2 cái kho )",Cái,equipment,8.0,,
BUONGPHONG,Kho Buồng phòng,Gối chữ nhật cam tầng dưới Bun,Cái,equipment,8.0,,
BUONGPHONG,Kho Buồng phòng,Gối vuông to tầng dưới Bun,Cái,equipment,8.0,,
BUONGPHONG,Kho Buồng phòng,Mùng treo 4 góc ( Dorm),Cái,equipment,8.0,,
BUONGPHONG,Kho Buồng phòng,"Nệm 0,9*2m ( Dorm)",Cái,equipment,8.0,,
BUONGPHONG,Kho Buồng phòng,drap 18 chun,cái,equipment,8.0,,
BUONGPHONG,Kho Buồng phòng,mùng 10,cái,equipment,8.0,,
BUONGPHONG,Kho Buồng phòng,Đèn ngủ 2 bên ( treo),Cái,equipment,8.0,,
BUONGPHONG,Kho Buồng phòng,Đôn gỗ 9 ( Bun),Cái,equipment,8.0,,
BUONGPHONG,Kho Buồng phòng,Giỏ gà ( không sài ),Cái,equipment,7.0,,
BUONGPHONG,Kho Buồng phòng,Mùng vip (Mùng vuông),Cái,equipment,7.0,,
BUONGPHONG,Kho Buồng phòng,ruột mền chăn kp 123,cái,equipment,6.0,,
BUONGPHONG,Kho Buồng phòng,Chén đựng xà phòng ( khoog sài bỏ trong hộp xanh lá ),Cái,equipment,5.0,,
BUONGPHONG,Kho Buồng phòng,Khung giường gỗ sến + 1 cái kp4,Cái,equipment,5.0,,
BUONGPHONG,Kho Buồng phòng,Rèm (Bun tầng dưới),Bộ,equipment,5.0,,
BUONGPHONG,Kho Buồng phòng,ra sopha màu đỏ ( chun),cái,equipment,5.0,,
BUONGPHONG,Kho Buồng phòng,Bàn gỗ làm việc bên bun,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Bàn gỗ tầng dưới bên bun,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Bàn gỗ vuông đựng trà,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Bình cắm hoa tròn bên bun,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Bình hồ lô thủy tinh ở vệ sinh,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Bình trà VIP bằng sứ,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,"Cây rìu ( 3  cái bun , 1 nhà mới )",Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Cục gỗ ban công nhà Vip,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Ghế ngồi làm việc (Bun),Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Ghế sô pha tầng trên (Bun),Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Giỏ rác mây ( tầng dưới bun),Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Gối sofa bed 60 x 60,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Gối vuông nhỏ tầng dưới Bun,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Gỗ Kapan ( Bun),Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Hộp giấy mây bên bun,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Quạt trần,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Tủ gỗ( đựng tủ lạnh),Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Tủ lạnh mini,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,bọc màu đỏ sopha 90*200cm,cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,chậu  đựng cây dưới bun,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,ruột chăn 10,cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Đèn bàn làm việc,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Đèn ngủ tầng dưới,Cái,equipment,4.0,,
BUONGPHONG,Kho Buồng phòng,Bao gối 60*60 (Gối sofa bed),Cái,equipment,3.0,,
BUONGPHONG,Kho Buồng phòng,Bao gối 70*70 (Gối sofa bed),Cái,equipment,3.0,,
BUONGPHONG,Kho Buồng phòng,Bình đựng sữa rửa tay,Cái,equipment,3.0,,
BUONGPHONG,Kho Buồng phòng,Ché trang trí tầng dưới,Cái,equipment,3.0,,
BUONGPHONG,Kho Buồng phòng,Ché đựng cây nêu,Cái,equipment,3.0,,
BUONGPHONG,Kho Buồng phòng,Cây nêu,Cái,equipment,3.0,,
BUONGPHONG,Kho Buồng phòng,"Gối ôm 0,9m",Cái,equipment,3.0,,
BUONGPHONG,Kho Buồng phòng,Ly xanh,Cái,equipment,3.0,,
BUONGPHONG,Kho Buồng phòng,Tượng voi,Cái,equipment,3.0,,
BUONGPHONG,Kho Buồng phòng,Tủ gỗ nhỏ đựng đồ trong nhà Kpan,cái,equipment,3.0,,
BUONGPHONG,Kho Buồng phòng,mùng 18,cái,equipment,3.0,,
BUONGPHONG,Kho Buồng phòng,Bàn ủi,Cái,equipment,2.0,,
BUONGPHONG,Kho Buồng phòng,Chổi xương,Cây,equipment,2.0,,
BUONGPHONG,Kho Buồng phòng,Giường Baby Cot,Cái,equipment,2.0,,
BUONGPHONG,Kho Buồng phòng,Máy sưởi,Cái,equipment,2.0,,
BUONGPHONG,Kho Buồng phòng,Vỏ gối thổ cẩm HK,Cái,equipment,2.0,,
BUONGPHONG,Kho Buồng phòng,bộ rèm căn 3 và 4 ngoài cửa kính,cái,equipment,2.0,,
BUONGPHONG,Kho Buồng phòng,sáo gỗ nhà số 4,cái,equipment,2.0,,
BUONGPHONG,Kho Buồng phòng,Bình xà phòng (Đơn),Cái,equipment,1.0,,
BUONGPHONG,Kho Buồng phòng,Bộ set up baby cot,Cái,equipment,1.0,,
BUONGPHONG,Kho Buồng phòng,Máy giặt,Cái,equipment,1.0,,
BUONGPHONG,Kho Buồng phòng,Máy sưởi (máy khử khuẩn),Cái,equipment,1.0,,
BUONGPHONG,Kho Buồng phòng,Thổ cẩm phối vải trắng,Cái,equipment,1.0,,
BUONGPHONG,Kho Buồng phòng,bàn gỗ làm việc & giường Duk kman,Bộ,equipment,1.0,,
BUONGPHONG,Kho Buồng phòng,mùng nhà số 4,cái,equipment,1.0,,
BUONGPHONG,Kho Buồng phòng,nệm kapan 4,cái,equipment,1.0,,
BUONGPHONG,Kho Buồng phòng,Gối hơi  k sài,Cái,equipment,0.0,,
BUONGPHONG,Kho Buồng phòng,Ly quai ( thủy tinh + sứ bên bun ),Cái,equipment,0.0,,
BUONGPHONG,Kho Buồng phòng,Mùng ren cao cấp ( mùng cột dây k sài màu trắng ),Cái,equipment,0.0,,
BUONGPHONG,Kho Buồng phòng,Thang nhôm,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Đèn trụ sân vườn 10W,Cái,equipment,100.0,,
BAOTRI,Kho Bảo trì,Đèn Up light 7W,Cái,equipment,50.0,,
BAOTRI,Kho Bảo trì,Khăn giấy nhà hàng,Lốc,equipment,40.0,,
BAOTRI,Kho Bảo trì,Thoát nước nhà vệ sinh,Cái,equipment,38.0,,
BAOTRI,Kho Bảo trì,Đèn bão,Cái,equipment,30.0,,
BAOTRI,Kho Bảo trì,Sữa tươi,Lít,equipment,22.0,,
BAOTRI,Kho Bảo trì,Bóng A75 9W (lắp lều),Cái,equipment,14.0,,
BAOTRI,Kho Bảo trì,Lõi lọc nước thô,Cái,equipment,14.0,,
BAOTRI,Kho Bảo trì,Sữa đậunành,Lít,equipment,14.0,,
BAOTRI,Kho Bảo trì,Tủ gỗ hương,cái,equipment,13.0,,
BAOTRI,Kho Bảo trì,Thuốc tẩy nhà vệ sinh,Chai,equipment,12.0,,
BAOTRI,Kho Bảo trì,Dây cấp nước dài 30cm,cái,equipment,11.0,,
BAOTRI,Kho Bảo trì,Túi rác trung,Lốc,equipment,11.0,,
BAOTRI,Kho Bảo trì,Bột giặt,Kg,equipment,10.0,,
BAOTRI,Kho Bảo trì,Chổi,Cái,equipment,10.0,,
BAOTRI,Kho Bảo trì,Giấy vệ sinh cuộn nhỏ,Lốc,equipment,10.0,,
BAOTRI,Kho Bảo trì,Nước lau sàn,Lít,equipment,10.0,,
BAOTRI,Kho Bảo trì,Nước rửa chén,Lít,equipment,10.0,,
BAOTRI,Kho Bảo trì,Sáp thơm,Hộp,equipment,10.0,,
BAOTRI,Kho Bảo trì,lõi lọc nước số 1,Cái,equipment,10.0,,
BAOTRI,Kho Bảo trì,lõi lọc nước số 3,Cái,equipment,9.0,,
BAOTRI,Kho Bảo trì,Bóng đèn 9W,Cái,equipment,8.0,,
BAOTRI,Kho Bảo trì,Ghế mây,cái,equipment,8.0,,
BAOTRI,Kho Bảo trì,Thuốc tẩy Javen,Chai,equipment,8.0,,
BAOTRI,Kho Bảo trì,Đèn pha 30W,Cái,equipment,8.0,,
BAOTRI,Kho Bảo trì,Sữa đặc,Kg,equipment,7.0,,
BAOTRI,Kho Bảo trì,Màng nhôm bọc thực phẩm,Cuộn,equipment,6.0,,
BAOTRI,Kho Bảo trì,Thuốc xịt côn trùng,Chai,equipment,6.0,,
BAOTRI,Kho Bảo trì,Bóng đèn 7w,Cái,equipment,5.0,,
BAOTRI,Kho Bảo trì,Nước lau kính,Lít,equipment,5.0,,
BAOTRI,Kho Bảo trì,Nước rửa tay,Lít,equipment,5.0,,
BAOTRI,Kho Bảo trì,Đường cát,Kg,equipment,5.0,,
BAOTRI,Kho Bảo trì,Bơm nước chìm 5.5hp,Cái,equipment,4.0,,
BAOTRI,Kho Bảo trì,Bộ cây lau kính,Cái,equipment,4.0,,
BAOTRI,Kho Bảo trì,Chụp đèn-nhôm,Cái,equipment,4.0,,
BAOTRI,Kho Bảo trì,Màng bọc thực phẩm,Cuộn,equipment,4.0,,
BAOTRI,Kho Bảo trì,Túi rác đại,Cuộn,equipment,4.0,,
BAOTRI,Kho Bảo trì,dây vòi sen 60cm ( dây cấp nước ),Cái,equipment,4.0,,
BAOTRI,Kho Bảo trì,khăn ướt,bịch,equipment,4.0,,
BAOTRI,Kho Bảo trì,Đường gói,gói,equipment,4.0,,
BAOTRI,Kho Bảo trì,20A CP CÓC,Cái,equipment,3.0,,
BAOTRI,Kho Bảo trì,Bóng đèn 5W (lắp lều),Cái,equipment,3.0,,
BAOTRI,Kho Bảo trì,Búa,Cái,equipment,3.0,,
BAOTRI,Kho Bảo trì,Bộ bàn chải + KĐR,Bộ,equipment,3.0,,
BAOTRI,Kho Bảo trì,Giấy vệ sinh cuộn lớn,Cuộn,equipment,3.0,,
BAOTRI,Kho Bảo trì,Tăm xĩa răng,Hộp,equipment,3.0,,
BAOTRI,Kho Bảo trì,Tấm cót làm laphong Kpan,Cuộn,equipment,3.0,,
BAOTRI,Kho Bảo trì,Bàn mây kính,Cái,equipment,2.0,,
BAOTRI,Kho Bảo trì,Bì thư,Lốc,equipment,2.0,,
BAOTRI,Kho Bảo trì,Bình Gas mini,Cái,equipment,2.0,,
BAOTRI,Kho Bảo trì,Bóng đèn trang trí 5w,Cái,equipment,2.0,,
BAOTRI,Kho Bảo trì,Băng keo trong,Cuộn,equipment,2.0,,
BAOTRI,Kho Bảo trì,Bơm nước (Bơm nổi)( 1 cái kho/2 sữ dung/ 1 cái kho anh Duy),Cái,equipment,2.0,,
BAOTRI,Kho Bảo trì,Bộ lục giác 9 cây Stanley 69-256,Bộ,equipment,2.0,,
BAOTRI,Kho Bảo trì,Chổi xương lưu kho,Cái,equipment,2.0,,
BAOTRI,Kho Bảo trì,Chụp đèn trang trí-tre,Cái,equipment,2.0,,
BAOTRI,Kho Bảo trì,Cồn khô,Kg,equipment,2.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 12,Cái,equipment,2.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 17,Cái,equipment,2.0,,
BAOTRI,Kho Bảo trì,Khăn giấy BP Bless You,Lốc,equipment,2.0,,
BAOTRI,Kho Bảo trì,Lược,Bịch,equipment,2.0,,
BAOTRI,Kho Bảo trì,Nước tẩy Sumo,Kg,equipment,2.0,,
BAOTRI,Kho Bảo trì,Quạt hút âm trần,Cái,equipment,2.0,,
BAOTRI,Kho Bảo trì,Than củi,Bao,equipment,2.0,,
BAOTRI,Kho Bảo trì,Thang nhôm bảo trì,Cái,equipment,2.0,,
BAOTRI,Kho Bảo trì,Thùng đá,Cái,equipment,2.0,,
BAOTRI,Kho Bảo trì,Tua vít,Cái,equipment,2.0,,
BAOTRI,Kho Bảo trì,Đầu mở vít,Cái,equipment,2.0,,
BAOTRI,Kho Bảo trì,Ampe kẹp,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Bàn gỗ làm việc,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Bình phun thuốc,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Bộ lắp đặt nước nóng( máy hàn ống nước nóng),Bộ,equipment,1.0,,
BAOTRI,Kho Bảo trì,CPC 32 TÉP,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Cái bay,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Cưa sắt,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 11,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 13,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 14,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 16,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 19,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 21,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 22,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 24,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 27,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 30,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 32,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,E tô,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Giấy A4,Thùng,equipment,1.0,,
BAOTRI,Kho Bảo trì,Khoan điện,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Kìm cắt ( KÌM ĐỘNG LỰC CẮT SẮT),Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Kìm cắt điện,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Kìm cắt ống nước,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Kìm mở khoá màu xanh dương,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Lưới lợp mái che nhà xe 6 *20m,Cuộn,equipment,1.0,,
BAOTRI,Kho Bảo trì,Máy bào,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Máy cưa cầm tay (điện),Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Máy cắt sắt (máy lớn),Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Máy hàn,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Máy hơi,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Máy khoan Pin ( 2 cục pin+ 1 sạc + 1 máy),Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Máy khoan bê tông,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Máy lu,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Máy may,Bộ,equipment,1.0,,
BAOTRI,Kho Bảo trì,Máy mài,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Máy mài MG 620,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Máy trộn bê tông,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Móc lốp xe,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Mỏ lết 15-375mm,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Nắp bồn cầu,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Súng bắn Silicon,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Súng phun sơn,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Thước dây 30m,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Thước dây 7.5m,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Túi rác nhỏ,Lốc,equipment,1.0,,
BAOTRI,Kho Bảo trì,Xe lăn,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Xà beng,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,bóng đèn trần ( 27/2/2025),cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,bộ kẹp máy hàn,bộ,equipment,1.0,,
BAOTRI,Kho Bảo trì,cảo ba chân,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,kìm mõ nhọn,cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,kìm mõ quạ,cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,lõi lọc nước số 2,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,mõ lét xịn 12,cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Đèn pin bảo trì,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Đồng hồ đo điện trở (màu xám),Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,điếu mở bù lon 14,cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,ổ cắm Nival,Cái,equipment,1.0,,
BAOTRI,Kho Bảo trì,Bao tay cao su,Đôi,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bao tay nilon,Xấp,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bao tay vải,Đôi,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bào đa năng,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bìa nút,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bình chữa cháy,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bình ắc quy,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bóng PA 16 led 7.5W 3000k gu10,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bóng PU,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bóng đèn led (Led đường),Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,"Bóng đèn rạng đông 3W (lắp terrace, sân)",Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bút bi,Cây,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bút lông,Cây,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bút xóa,Cây,equipment,0.0,,
BAOTRI,Kho Bảo trì,Băng keo non quấn ống nước,Cuộn,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bộ vòi xịt nhà tắm,Bộ,equipment,0.0,,
BAOTRI,Kho Bảo trì,Bột tẩy lồng máy giặt,Kg,equipment,0.0,,
BAOTRI,Kho Bảo trì,C25 2 CỰC,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,CP điện,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Chuôi đèn,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Chà nhám,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Chân béc,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Chốt cửa vệ sinh,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Cây lau nhà,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Cần chữ thập,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Cọ,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Cờ lê số 6,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Cục nguồn 30A,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Cục túp đầu 22 24,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dao cắt chính xác sợi quang FC,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dao lam,Hộp,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dao lưu kho,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dao phát ( chuyển qua cây xanh ),Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dây cap treo máy,m,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dây cap điện 3pha,m,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dây chóng dựt,cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dây cấp nước dài 150cm,cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dây cấp nước nóng 80cm,Cái,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dây dù,m,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dây mạng,Cuộn,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dây thun lưu kho,Bịch,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dây tưới 972,Cuộn,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dây điện 1 dây đơn 1.5 daphaca,m,equipment,0.0,,
BAOTRI,Kho Bảo trì,Dây điện cadivi  2*2.5,m,equipment,0.0,,
